Trajectory ID,Vehicle ID,Time Stamp,Latitude,Longitude
1,EYFK51,243.4,43.64507142984913,-79.63358440679792
,,243.6,43.6450719906969,-79.63358382802352
,,243.8,43.64507309679965,-79.63358268656589
,,244.0,43.645074725124935,-79.63358100619368
,,244.2,43.64507684359652,-79.63357882000838
,,244.4,43.64507940955777,-79.6335761720301
,,244.6,43.64508236866034,-79.63357311834436
,,244.8,43.64508565466466,-79.63356972730793
,,245.0,43.645089190680665,-79.63356607826859
,,245.2,43.645092892226074,-79.63356225840894
,,245.4,43.64509667206695,-79.63355835775123
,,245.6,43.64510044619672,-79.63355446298718
,,245.8,43.64510413976724,-79.63355065135733
,,246.0,43.645107691650765,-79.63354698594328
,,246.2,43.64511177006792,-79.63354277716576
,,246.4,43.64511635540382,-79.6335380452666
,,246.6,43.64512142185434,-79.63353281687475
,,246.8,43.64512693625382,-79.63352712621592
,,247.0,43.64513285699807,-79.63352101622415
,,247.2,43.645139133208495,-79.63351453940425
,,247.4,43.64514719894164,-79.63351324766153
,,247.6,43.64515357663289,-79.63352185173675
,,247.8,43.645160462045155,-79.63353114077297
,,248.0,43.645167853232444,-79.6335411121449
,,248.2,43.645175747841186,-79.63355176267733
,,248.4,43.64518414305264,-79.63356308856754
,,248.6,43.64519303552131,-79.63357508530217
,,248.8,43.645202421309655,-79.6335877475691
,,249.0,43.64521229581933,-79.63360106916475
,,249.2,43.6452226537194,-79.63361504289725
,,249.4,43.645233488872094,-79.63362966048616
,,249.6,43.64524479425659,-79.63364491245979
,,249.8,43.645256561891706,-79.63366078805079
,,250.0,43.64526878275829,-79.63367727509153
,,250.2,43.64528144672229,-79.63369435991025
,,250.4,43.645294542459474,-79.63371202722959
,,250.6,43.645308057383055,-79.63373026006882
,,250.8,43.645321977575136,-79.63374903965145
,,251.0,43.64533628772332,-79.63376834531971
,,251.2,43.645350971063415,-79.63378815445719
,,251.4,43.64536600932926,-79.63380844242123
,,251.6,43.64538138271054,-79.6338291824859
,,251.8,43.64539706981924,-79.6338503457969
,,252.0,43.64541304766526,-79.63387190133852
,,252.2,43.645429291641385,-79.63389381591342
,,252.4,43.64544577551776,-79.63391605413518
,,252.6,43.645462471445725,-79.63393857843351
,,252.8,43.645479349970884,-79.63396134907174
,,253.0,43.6454963800551,-79.63398432417668
,,253.2,43.64551352910752,-79.63400745978035
,,253.4,43.64553076302469,-79.63403070987417
,,253.6,43.64554804624054,-79.63405402647629
,,253.8,43.645565341787396,-79.63407735971404
,,254.0,43.645582611370166,-79.63410065792394
,,254.2,43.64559981545667,-79.63412386777351
,,254.4,43.64561691338798,-79.63414693441024
,,254.6,43.64563386351383,-79.6341698016442
,,254.8,43.64565062335882,-79.63419241217228
,,255.0,43.64566714982576,-79.63421470785254
,,255.2,43.64568339944268,-79.63423663003738
,,255.4,43.6456993286592,-79.63425811997345
,,255.6,43.64571489419692,-79.63427911927434
,,255.8,43.64573005345571,-79.63429957046866
,,256.0,43.645744764974395,-79.63431941762158
,,256.2,43.64575898893997,-79.63433860702179
,,256.4,43.645772687734166,-79.63435708791891
,,256.6,43.64578582650099,-79.63437481328907
,,256.8,43.64579837371393,-79.6343917406002
,,257.0,43.645810301718114,-79.6344078325434
,,257.2,43.645821587221356,-79.63442305769543
,,257.4,43.645832211709255,-79.63443739107872
,,257.6,43.645843226262784,-79.6344487268621
,,257.8,43.64585607763309,-79.63445739940936
,,258.0,43.645869228263344,-79.63446627390752
,,258.2,43.64588261289013,-79.6344753063146
,,258.4,43.64589615781024,-79.63448444689314
,,258.6,43.64590978109117,-79.63449364035226
,,258.8,43.64592339333188,-79.63450282636106
,,259.0,43.645936899095595,-79.63451194051552
,,259.2,43.64595019908237,-79.63452091580461
,,259.4,43.64596319301382,-79.63452968455702
,,259.6,43.64597578307329,-79.63453818076272
,,259.8,43.645987877606956,-79.63454634257054
,,260.0,43.64599823187515,-79.6345567328306
,,260.2,43.64600897888954,-79.6345679466054
,,260.4,43.64602023253103,-79.63457968901095
,,260.6,43.64603197912386,-79.63459194577752
,,260.8,43.646044202724205,-79.63460470026881
,,261.0,43.64605688482821,-79.63461793317732
,,261.2,43.646070004059105,-79.63463162219787
,,261.4,43.64608353583742,-79.63464574168346
,,261.6,43.64609745204058,-79.63466026229007
,,261.8,43.6461117206615,-79.63467515062054
,,262.0,43.64612630547994,-79.6346903688815
,,262.2,43.64614116576486,-79.63470587457289
,,262.4,43.6461562560318,-79.6347216202348
,,262.6,43.64617152588493,-79.63473755328262
,,262.8,43.64618691997858,-79.63475361596693
,,263.0,43.6462023781376,-79.63476974549907
,,263.2,43.646217835676545,-79.63478587438422
,,263.4,43.646233223955164,-79.63480193100094
,,263.6,43.646248471197914,-79.63481784045638
,,263.8,43.64626350358884,-79.63483352572862
,,264.0,43.64627824662852,-79.63484890908262
,,264.2,43.646292626709524,-79.63486391371406
,,264.4,43.64630657283415,-79.63487846554169
,,264.6,43.64632001836905,-79.63489249503816
,,264.8,43.646332902713354,-79.6349059389706
,,265.0,43.64634517275514,-79.63491874192037
,,265.2,43.64635678400935,-79.63493085747034
,,265.4,43.64636782382259,-79.63494201798835
,,265.6,43.646379398207046,-79.63495338203568
,,265.8,43.64639136170573,-79.63496512812601
,,266.0,43.64640367540817,-79.63497721805598
,,266.2,43.6464162943764,-79.63498960770423
,,266.4,43.646429167181424,-79.6350022465764
,,266.6,43.6464422355834,-79.63501507749102
,,266.8,43.6464554344361,-79.6350280364857
,,267.0,43.64646869190826,-79.6350410530346
,,267.2,43.646481930117055,-79.63505405067019
,,267.4,43.64649506625502,-79.63506694808986
,,267.6,43.64650801425583,-79.6350796607913
,,267.8,43.64652068698253,-79.6350921032211
,,268.0,43.646532998839135,-79.63510419133877
,,268.2,43.64654486861642,-79.63511584541087
,,268.4,43.64655622230934,-79.63512699277722
,,268.6,43.64656775737145,-79.63513576642539
,,268.8,43.64658022358896,-79.6351438517768
,,269.0,43.646593161496256,-79.63515224305725
,,269.2,43.646606534664286,-79.63516091663952
,,269.4,43.64662030070912,-79.6351698450342
,,269.6,43.64663441069809,-79.63517899650452
,,269.8,43.64664880863536,-79.6351883347326
,,270.0,43.646663431094304,-79.63519781858119
,,270.2,43.64667820708138,-79.6352074020052
,,270.4,43.64669305822933,-79.6352170341771
,,270.6,43.646707899421926,-79.63522665989217
,,270.8,43.646722639940485,-79.63523622031197
,,271.0,43.646737185187725,-79.63524565408251
,,271.2,43.64675143898284,-79.63525489882274
,,271.4,43.64676530633654,-79.63526389292443
,,271.6,43.64677869651911,-79.63527257754201
,,271.8,43.64679152615155,-79.63528089859744
,,272.0,43.646803863935396,-79.63528834148944
,,272.2,43.64681705076286,-79.63529512340351
,,272.4,43.646830774896245,-79.6353021816511
,,272.6,43.646845009096296,-79.63530950222322
,,272.8,43.646859721686425,-79.63531706882877
,,273.0,43.64687487603679,-79.63532486262922
,,273.2,43.646890430049766,-79.63533286197399
,,273.4,43.64690633567367,-79.63534104215037
,,273.6,43.64692253848171,-79.63534937516694
,,273.8,43.64693897736451,-79.63535782959548
,,274.0,43.6469555843955,-79.63536637050171
,,274.2,43.64697228493788,-79.63537495950037
,,274.4,43.64698899806594,-79.63538355497175
,,274.6,43.64700563736879,-79.63539211247524
,,274.8,43.64702211218715,-79.63540058538526
,,275.0,43.64703832930054,-79.63540892575898
,,275.2,43.64705419503267,-79.63541708541923
,,275.4,43.64706961768198,-79.63542501720437
,,275.6,43.64708451012177,-79.63543267630564
,,275.8,43.647098792365504,-79.63544002158636
,,276.0,43.647112393872455,-79.63544701676784
,,276.2,43.64712544240018,-79.63545269039032
,,276.4,43.6471395219218,-79.6354562273783
,,276.6,43.64715415257934,-79.6354599028199
,,276.8,43.64716930358886,-79.63546370898177
,,277.0,43.647184939233895,-79.63546763689139
,,277.2,43.647201018318206,-79.63547167619963
,,277.4,43.647217493632255,-79.63547581504675
,,277.6,43.647234311466846,-79.63548003994019
,,277.8,43.64725141121894,-79.63548433565556
,,278.0,43.64726872514657,-79.63548868517505
,,278.2,43.64728617834105,-79.63549306968046
,,278.4,43.64730368899253,-79.63549746861995
,,278.6,43.64732116902487,-79.63550185986743
,,278.8,43.64733852516513,-79.63550621999137
,,279.0,43.64735566048605,-79.63551052464216
,,279.2,43.64737247641586,-79.6355147490571
,,279.4,43.647388875150035,-79.6355188686662
,,279.6,43.64740476233249,-79.6355228597658
,,279.8,43.64742004981215,-79.63552670021102
,,280.0,43.64743465824244,-79.6355303700688
,,280.2,43.647448519290265,-79.63553385217287
,,280.4,43.64746172744938,-79.63553331199577
,,280.6,43.647475549929524,-79.63553194822467
,,280.8,43.64748992887385,-79.63553052955096
,,281.0,43.6475048317752,-79.63552905918196
,,281.2,43.64752022076756,-79.63552754085363
,,281.4,43.64753605201824,-79.63552597889064
,,281.6,43.64755227514048,-79.63552437826432
,,281.8,43.64756883266843,-79.63552274464443
,,282.0,43.64758565965093,-79.63552108443929
,,282.2,43.64760268343479,-79.63551940481707
,,282.4,43.64761982372204,-79.63551771370025
,,282.6,43.6476369929919,-79.63551601972391
,,282.8,43.64765409737522,-79.6355143321495
,,283.0,43.64767103804866,-79.63551266072723
,,283.2,43.64768771317492,-79.6355110155047
,,283.4,43.64770402035238,-79.63550940658523
,,283.6,43.64771985945898,-79.63550784384715
,,283.8,43.647735135694006,-79.63550633664381
,,284.0,43.647749762559386,-79.63550489350942
,,284.2,43.64776366449903,-79.63550352189857
,,284.4,43.647776144935406,-79.63549798020671
,,284.6,43.64778912795929,-79.63549172269582
,,284.8,43.64780265638404,-79.6354852023146
,,285.0,43.647816703089916,-79.63547843213411
,,285.2,43.64783123644605,-79.6354714273997
,,285.4,43.647846219769605,-79.63546420579159
,,285.6,43.6478616107832,-79.63545678768654
,,285.8,43.64787736109843,-79.63544919640657
,,286.0,43.64789341576442,-79.63544145843673
,,286.2,43.64790971293261,-79.63543360358656
,,286.4,43.64792618370133,-79.63542566506503
,,286.6,43.64794275221399,-79.63541767943322
,,286.8,43.6479593360898,-79.63540968639674
,,287.0,43.64797584726094,-79.6354017284022
,,287.2,43.6479921932714,-79.63539385001121
,,287.4,43.648008279055844,-79.63538609704301
,,287.6,43.648024009162356,-79.63537851550318
,,287.8,43.64803929031594,-79.63537115034804
